jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Charles County,1997,111212,4,39,135,539,760,3105,373,4955,717,14.500,4238,85.500,4455.5,644.7,3810.7,3.6,35.1,121.4,484.7,683.4,2792.0,335.4,-1.800,11.00,-3.600,-2.200,10.500,-4.100,-63.800,-7.500,15.900,12.500,-9.700,-1.500,-11.600
Charles County,1998,116001,4,35,136,454,761,3486,377,5253,629,12.00,4624,88.00,4528.4,542.2,3986.2,3.4,30.2,117.2,391.4,656.0,3005.1,325.0,6.00,-12.300,9.100,1.600,-15.900,4.600,-4.100,-14.00,-3.400,-19.200,-4.00,7.600,-3.100
Charles County,1999,118809,2,30,124,544,642,2781,272,4395,700,15.900,3695,84.100,3699.2,589.2,3110.0,1.7,25.3,104.4,457.9,540.4,2340.7,228.9,-16.300,11.300,-20.100,-18.300,8.700,-22.00,-51.200,-16.300,-11.00,17.00,-17.600,-22.100,-29.600
Charles County,2000,120546,4,27,130,532,635,2801,365,4494,693,15.400,3801,84.600,3728.0,574.9,3153.2,3.3,22.4,107.8,441.3,526.8,2323.6,302.8,2.300,-1.00,2.900,0.800,-2.400,1.400,97.100,-11.300,3.300,-3.600,-2.500,-0.700,32.300
Charles County,2001,122336,9,39,135,592,670,2848,392,4685,775,16.500,3910,83.500,3829.6,633.5,3196.1,7.4,31.9,110.4,483.9,547.7,2328.0,320.4,4.300,11.800,2.900,2.700,10.200,1.400,121.700,42.300,2.300,9.600,4.00,0.200,5.800
Charles County,2002,124225,6,41,186,642,698,2906,464,4943,875,17.700,4068,82.300,3979.1,704.4,3274.7,4.8,33.0,149.7,516.8,561.9,2339.3,373.5,5.500,12.900,4.00,3.900,11.200,2.500,-34.300,3.500,35.700,6.800,2.600,0.500,16.600
Charles County,2003,130240,4,38,152,579,709,3036,585,5103,773,15.100,4330,84.900,3918.2,593.5,3324.6,3.1,29.2,116.7,444.6,544.4,2331.1,449.2,3.200,-11.700,6.400,-1.500,-15.700,1.500,-36.400,-11.600,-22.100,-14.00,-3.100,-0.400,20.300
Charles County,2004,134236,5,32,159,540,778,2903,524,4941,736,14.900,4205,85.100,3680.8,548.3,3132.5,3.7,23.8,118.4,402.3,579.6,2162.6,390.4,-3.200,-4.800,-2.900,-6.100,-7.600,-5.800,21.300,-18.300,1.500,-9.500,6.500,-7.200,-13.100
Charles County,2005,136841,4,35,195,525,654,2989,627,5029,759,15.100,4270,84.900,3675.1,554.7,3120.4,2.9,25.6,142.5,383.7,477.9,2184.3,458.2,1.800,3.100,1.500,-0.200,1.200,-0.400,-21.500,7.300,20.300,-4.600,-17.500,1.00,17.400
Charles County,2006,139202,4,24,202,499,714,3117,435,4995,729,14.600,4266,85.400,3588.3,523.7,3064.6,2.9,17.2,145.1,358.5,512.9,2239.2,312.5,-0.700,-4.00,-0.100,-2.400,-5.600,-1.800,-1.700,-32.600,1.800,-6.600,7.300,2.500,-31.800
Charles County,2007,142320,4,33,198,611,756,3049,438,5089,846,16.600,4243,83.400,3575.7,594.4,2981.3,2.8,23.2,139.1,429.3,531.2,2142.4,307.8,1.900,16.00,-0.500,-0.400,13.500,-2.700,-2.200,34.500,-4.100,19.800,3.600,-4.300,-1.500
Charles County,2008,142039,10,26,187,571,753,3171,387,5105,794,15.600,4311,84.400,3594.1,559.0,3035.1,7.0,18.3,131.7,402.0,530.1,2232.5,272.5,0.300,-6.100,1.600,0.500,-6.00,1.800,150.500,-21.100,-5.400,-6.400,-0.200,4.200,-11.500
Charles County,2009,143833,7,35,185,474,598,2862,272,4433,701,15.800,3732,84.200,3082.0,487.4,2594.7,4.9,24.3,128.6,329.5,415.8,1989.8,189.1,-13.200,-11.700,-13.400,-14.200,-12.800,-14.500,-30.900,32.900,-2.300,-18.00,-21.600,-10.900,-30.600
Charles County,2010,145349,2,35,171,505,707,2715,290,4425,713,16.100,3712,83.900,3044.4,490.5,2553.9,1.4,24.1,117.6,347.4,486.4,1867.9,199.5,-0.200,1.700,-0.500,-1.200,0.700,-1.600,-71.700,-1.00,-8.500,5.400,17.00,-6.100,5.500
Charles County,2011,147940,3,26,176,383,767,2731,280,4366,588,13.500,3778,86.500,2951.2,397.5,2553.7,2.0,17.6,119.0,258.9,518.5,1846.0,189.3,-1.300,-17.500,1.800,-3.100,-19.00,0.0,47.400,-27.00,1.100,-25.500,6.600,-1.200,-5.100
Charles County,2012,150570,6,32,154,383,614,2543,186,3918,575,14.700,3343,85.300,2602.1,381.9,2220.2,4.0,21.3,102.3,254.4,407.8,1688.9,123.5,-10.300,-2.200,-11.500,-11.800,-3.900,-13.100,96.500,20.900,-14.00,-1.700,-21.300,-8.500,-34.700
Charles County,2013,152067,3,24,147,414,704,2631,192,4115,588,14.300,3527,85.700,2706.0,386.7,2319.4,2.0,15.8,96.7,272.2,463.0,1730.2,126.3,5.00,2.300,5.500,4.00,1.300,4.500,-50.500,-25.700,-5.500,7.00,13.500,2.400,2.200
Charles County,2014,154633,2,23,148,373,507,2387,157,3597,546,15.200,3051,84.800,2326.2,353.1,1973.1,1.3,14.9,95.7,241.2,327.9,1543.7,101.5,-12.600,-7.100,-13.500,-14.00,-8.700,-14.900,-34.400,-5.800,-1.00,-11.400,-29.200,-10.800,-19.600
Charles County,2015,156234,3,23,120,435,539,2200,207,3527,581,16.500,2946,83.500,2257.5,371.9,1885.6,1.9,14.7,76.8,278.4,345.0,1408.1,132.5,-1.900,6.400,-3.400,-3.00,5.300,-4.400,48.500,-1.00,-19.700,15.400,5.200,-8.800,30.500
Charles County,2016,157065,6,38,139,381,396,2018,167,3145,564,17.900,2581,82.100,2002.4,359.1,1643.3,3.8,24.2,88.5,242.6,252.1,1284.8,106.3,-10.800,-2.900,-12.400,-11.300,-3.400,-12.900,98.900,64.300,15.200,-12.900,-26.900,-8.800,-19.800
Charles County,2017,159441,8,39,126,367,408,2090,182,3220,540,16.800,2680,83.200,2019.6,338.7,1680.9,5.0,24.5,79.0,230.2,255.9,1310.8,114.1,2.400,-4.300,3.800,0.900,-5.700,2.300,31.300,1.100,-10.700,-5.100,1.500,2.00,7.400
Charles County,2018,160284,11,48,121,471,244,2090,173,3158,651,20.600,2507,79.400,1970.3,406.2,1564.1,6.9,29.9,75.5,293.9,152.2,1303.9,107.9,-1.900,20.600,-6.500,-2.400,19.900,-6.900,36.800,22.400,-4.500,27.700,-40.500,-0.500,-5.400
Charles County,2019,162578,5,64,127,393,304,2067,162,3122,589,18.900,2533,81.100,1920.3,362.3,1558.0,3.1,39.4,78.1,241.7,187.0,1271.4,99.6,-1.100,-9.500,1.00,-2.500,-10.800,-0.400,-55.200,31.500,3.500,-17.700,22.800,-2.500,-7.700
Charles County,2020,164609,16,47,96,381,257,1669,203,2669,540,20.200,2129,79.800,1621.4,328.1,1293.4,9.7,28.6,58.3,231.5,156.1,1013.9,123.3,-14.500,-8.300,-15.900,-15.600,-9.500,-17.00,216.100,-27.500,-25.300,-4.200,-16.500,-20.300,23.800
Dorchester County,1975,28900,3,5,41,252,314,734,20,1369,301,22.00,1068,78.00,4737.0,1041.5,3695.5,10.4,17.3,141.9,872.0,1086.5,2539.8,69.2,,,,,,,,,,,,,
Dorchester County,1976,29929,4,3,27,215,301,757,25,1332,249,18.700,1083,81.300,4450.5,832.0,3618.6,13.4,10.0,90.2,718.4,1005.7,2529.3,83.5,-2.700,-17.300,1.400,-6.00,-20.100,-2.100,28.700,-42.100,-36.400,-17.600,-7.400,-0.400,20.700
Dorchester County,1977,29991,1,6,8,163,280,738,27,1223,178,14.600,1045,85.400,4077.9,593.5,3484.4,3.3,20.0,26.7,543.5,933.6,2460.7,90.0,-8.200,-28.500,-3.500,-8.400,-28.700,-3.700,-75.100,99.600,-70.400,-24.300,-7.200,-2.700,7.800
Dorchester County,1978,30124,1,3,21,159,272,640,37,1133,184,16.200,949,83.800,3761.1,610.8,3150.3,3.3,10.0,69.7,527.8,902.9,2124.6,122.8,-7.400,3.400,-9.200,-7.800,2.900,-9.600,-0.400,-50.200,161.300,-2.900,-3.300,-13.700,36.400
Dorchester County,1979,30647,5,9,18,113,311,807,42,1305,145,11.100,1160,88.900,4258.2,473.1,3785.0,16.3,29.4,58.7,368.7,1014.8,2633.2,137.0,15.200,-21.200,22.200,13.200,-22.500,20.100,391.500,194.900,-15.700,-30.100,12.400,23.900,11.600
Dorchester County,1980,30549,6,6,15,142,347,842,53,1411,169,12.00,1242,88.00,4618.8,553.2,4065.6,19.6,19.6,49.1,464.8,1135.9,2756.2,173.5,8.100,16.600,7.100,8.500,16.900,7.400,20.400,-33.100,-16.400,26.100,11.900,4.700,26.600
Dorchester County,1981,31050,3,4,10,137,335,978,50,1517,154,10.200,1363,89.800,4885.7,496.0,4389.7,9.7,12.9,32.2,441.2,1078.9,3149.8,161.0,7.500,-8.900,9.700,5.800,-10.300,8.00,-50.800,-34.400,-34.400,-5.100,-5.00,14.300,-7.200
Dorchester County,1982,31079,3,4,22,135,366,914,46,1490,164,11.00,1326,89.00,4794.2,527.7,4266.5,9.7,12.9,70.8,434.4,1177.6,2940.9,148.0,-1.800,6.500,-2.700,-1.900,6.400,-2.800,-0.100,-0.100,119.800,-1.600,9.200,-6.600,-8.100
Dorchester County,1983,31361,2,7,19,126,265,739,29,1187,154,13.00,1033,87.00,3785.0,491.1,3293.9,6.4,22.3,60.6,401.8,845.0,2356.4,92.5,-20.300,-6.100,-22.100,-21.100,-6.900,-22.800,-33.900,73.400,-14.400,-7.500,-28.200,-19.900,-37.500
Dorchester County,1984,30863,0,3,18,97,215,711,38,1082,118,10.900,964,89.100,3505.8,382.3,3123.5,0.0,9.7,58.3,314.3,696.6,2303.7,123.1,-8.800,-23.400,-6.700,-7.400,-22.100,-5.200,-100.0,-56.500,-3.700,-21.800,-17.600,-2.200,33.100
Dorchester County,1985,30194,2,6,29,132,258,784,30,1241,169,13.600,1072,86.400,4110.1,559.7,3550.4,6.6,19.9,96.0,437.2,854.5,2596.5,99.4,14.700,43.200,11.200,17.200,46.400,13.700,662.400,104.400,64.700,39.100,22.700,12.700,-19.300
Dorchester County,1986,30693,2,13,30,133,342,766,44,1330,178,13.400,1152,86.600,4333.2,579.9,3753.3,6.5,42.4,97.7,433.3,1114.3,2495.7,143.4,7.200,5.300,7.500,5.400,3.600,5.700,-1.600,113.100,1.800,-0.900,30.400,-3.900,44.300
Dorchester County,1987,30380,4,10,36,154,349,744,46,1343,204,15.200,1139,84.800,4420.7,671.5,3749.2,13.2,32.9,118.5,506.9,1148.8,2449.0,151.4,1.00,14.600,-1.100,2.00,15.800,-0.100,102.100,-22.300,21.200,17.00,3.100,-1.900,5.600
Dorchester County,1988,30621,1,10,36,159,384,774,47,1411,206,14.600,1205,85.400,4607.9,672.7,3935.2,3.3,32.7,117.6,519.3,1254.0,2527.7,153.5,5.100,1.00,5.800,4.200,0.200,5.00,-75.200,-0.800,-0.800,2.400,9.200,3.200,1.400
Dorchester County,1989,30875,4,17,36,178,383,861,45,1524,235,15.400,1289,84.600,4936.0,761.1,4174.9,13.0,55.1,116.6,576.5,1240.5,2788.7,145.7,8.00,14.100,7.00,7.100,13.100,6.100,296.700,68.600,-0.800,11.00,-1.100,10.300,-5.00
Dorchester County,1990,30236,5,20,25,191,284,650,57,1232,241,19.600,991,80.400,4074.6,797.1,3277.5,16.5,66.1,82.7,631.7,939.3,2149.8,188.5,-19.200,2.600,-23.100,-17.500,4.700,-21.500,27.600,20.100,-29.100,9.600,-24.300,-22.900,29.300
Dorchester County,1991,30732,1,11,27,185,305,746,45,1320,224,17.00,1096,83.00,4295.2,728.9,3566.3,3.3,35.8,87.9,602.0,992.5,2427.4,146.4,7.100,-7.100,10.600,5.400,-8.600,8.800,-80.300,-45.900,6.300,-4.700,5.700,12.900,-22.300
Dorchester County,1992,31034,0,15,26,176,333,815,54,1419,217,15.300,1202,84.700,4572.4,699.2,3873.2,0.0,48.3,83.8,567.1,1073.0,2626.2,174.0,7.500,-3.100,9.700,6.500,-4.100,8.600,-100.0,35.00,-4.600,-5.800,8.100,8.200,18.800
Dorchester County,1993,30487,2,13,16,228,361,875,55,1550,259,16.700,1291,83.300,5084.1,849.5,4234.6,6.6,42.6,52.5,747.9,1184.1,2870.1,180.4,9.200,19.400,7.400,11.200,21.500,9.300,656.00,-11.800,-37.400,31.900,10.400,9.300,3.700
Dorchester County,1994,30737,0,8,23,167,329,834,47,1408,198,14.100,1210,85.900,4580.8,644.2,3936.6,0.0,26.0,74.8,543.3,1070.4,2713.3,152.9,-9.200,-23.600,-6.300,-9.900,-24.200,-7.00,-100.0,-39.00,42.600,-27.400,-9.600,-5.500,-15.200
Dorchester County,1995,30640,2,19,41,198,255,743,68,1326,260,19.600,1066,80.400,4327.7,848.6,3479.1,6.5,62.0,133.8,646.2,832.2,2424.9,221.9,-5.800,31.300,-11.900,-5.500,31.700,-11.600,652.700,138.300,78.800,18.900,-22.200,-10.600,45.100
Dorchester County,1996,30820,0,15,32,154,305,873,74,1453,201,13.800,1252,86.200,4714.5,652.2,4062.3,0.0,48.7,103.8,499.7,989.6,2832.6,240.1,9.600,-22.700,17.400,8.900,-23.100,16.800,-100.0,-21.500,-22.400,-22.700,18.900,16.800,8.200
Dorchester County,1997,30952,1,20,27,169,247,930,66,1460,217,14.900,1243,85.100,4717.0,701.1,4015.9,3.2,64.6,87.2,546.0,798.0,3004.7,213.2,0.500,8.00,-0.700,0.100,7.500,-1.100,323.100,32.800,-16.00,9.300,-19.400,6.100,-11.200
Dorchester County,1998,30134,2,9,21,157,203,612,37,1041,189,18.200,852,81.800,3454.6,627.2,2827.4,6.6,29.9,69.7,521.0,673.7,2030.9,122.8,-28.700,-12.900,-31.500,-26.800,-10.500,-29.600,105.400,-53.800,-20.100,-4.600,-15.600,-32.400,-42.400
Dorchester County,1999,29715,5,7,30,157,271,645,53,1168,199,17.00,969,83.00,3930.7,669.7,3261.0,16.8,23.6,101.0,528.4,912.0,2170.6,178.4,12.200,5.300,13.700,13.800,6.800,15.300,153.500,-21.100,44.900,1.400,35.400,6.900,45.300
Dorchester County,2000,30674,0,8,17,157,233,747,43,1205,182,15.100,1023,84.900,3928.4,593.3,3335.1,0.0,26.1,55.4,511.8,759.6,2435.3,140.2,3.200,-8.500,5.600,-0.100,-11.400,2.300,-100.0,10.700,-45.100,-3.100,-16.700,12.200,-21.400
Dorchester County,2001,31130,2,8,22,173,224,736,58,1223,205,16.800,1018,83.200,3928.7,658.5,3270.2,6.4,25.7,70.7,555.7,719.6,2364.3,186.3,1.500,12.600,-0.500,0.0,11.00,-1.900,642.500,-1.500,27.500,8.600,-5.300,-2.900,32.900
Dorchester County,2002,31610,4,11,28,169,220,810,79,1321,212,16.00,1109,84.00,4179.1,670.7,3508.4,12.7,34.8,88.6,534.6,696.0,2562.5,249.9,8.00,3.400,8.900,6.400,1.800,7.300,97.00,35.400,25.300,-3.800,-3.300,8.400,34.100
Dorchester County,2003,30734,2,12,23,113,197,758,74,1179,150,12.700,1029,87.300,3836.1,488.1,3348.1,6.5,39.0,74.8,367.7,641.0,2466.3,240.8,-10.700,-29.200,-7.200,-8.200,-27.200,-4.600,-48.600,12.200,-15.500,-31.200,-7.900,-3.800,-3.700
Dorchester County,2004,30885,3,10,15,109,261,799,92,1289,137,10.600,1152,89.400,4173.5,443.6,3730.0,9.7,32.4,48.6,352.9,845.1,2587.0,297.9,9.300,-8.700,12.00,8.800,-9.100,11.400,49.300,-17.100,-35.100,-4.00,31.800,4.900,23.700
Dorchester County,2005,31147,0,9,43,122,229,840,77,1320,174,13.200,1146,86.800,4238.0,558.6,3679.3,0.0,28.9,138.1,391.7,735.2,2696.9,247.2,2.400,27.00,-0.500,1.500,25.900,-1.400,-100.0,-10.800,184.300,11.00,-13.00,4.200,-17.00
Dorchester County,2006,31487,1,7,32,141,338,901,89,1509,181,12.00,1328,88.00,4792.5,574.8,4217.6,3.2,22.2,101.6,447.8,1073.5,2861.5,282.7,14.300,4.00,15.900,13.100,2.900,14.600,317.600,-23.100,-26.400,14.300,46.00,6.100,14.300
Dorchester County,2007,31500,5,5,49,101,265,871,56,1352,160,11.800,1192,88.200,4292.1,507.9,3784.1,15.9,15.9,155.6,320.6,841.3,2765.1,177.8,-10.400,-11.600,-10.200,-10.400,-11.600,-10.300,399.800,-28.600,53.100,-28.400,-21.600,-3.400,-37.100
Dorchester County,2008,31780,1,12,50,124,400,762,61,1410,187,13.300,1223,86.700,4436.8,588.4,3848.3,3.1,37.8,157.3,390.2,1258.7,2397.7,191.9,4.300,16.900,2.600,3.400,15.800,1.700,-80.200,137.900,1.100,21.700,49.600,-13.300,8.00
Dorchester County,2009,32317,0,11,28,144,253,681,26,1143,183,16.00,960,84.00,3536.8,566.3,2970.6,0.0,34.0,86.6,445.6,782.9,2107.3,80.5,-18.900,-2.100,-21.500,-20.300,-3.800,-22.800,-100.0,-9.900,-44.900,14.200,-37.800,-12.100,-58.100
Dorchester County,2010,32376,1,9,54,124,242,720,38,1188,188,15.800,1000,84.200,3669.4,580.7,3088.7,3.1,27.8,166.8,383.0,747.5,2223.9,117.4,3.900,2.700,4.200,3.700,2.500,4.00,308.900,-18.300,92.500,-14.00,-4.500,5.500,45.900
Dorchester County,2011,32927,1,10,21,110,271,825,48,1286,142,11.00,1144,89.00,3905.6,431.3,3474.4,3.0,30.4,63.8,334.1,823.0,2505.5,145.8,8.200,-24.500,14.400,6.400,-25.700,12.500,-1.700,9.300,-61.800,-12.800,10.100,12.700,24.200
Dorchester County,2012,32955,1,15,35,114,296,799,49,1309,165,12.600,1144,87.400,3972.1,500.7,3471.4,3.0,45.5,106.2,345.9,898.2,2424.5,148.7,1.800,16.200,0.0,1.700,16.100,-0.100,-0.100,49.900,66.500,3.500,9.100,-3.200,2.00
Dorchester County,2013,32578,0,6,36,108,188,763,19,1120,150,13.400,970,86.600,3437.9,460.4,2977.5,0.0,18.4,110.5,331.5,577.1,2342.1,58.3,-14.400,-9.100,-15.200,-13.400,-8.00,-14.200,-100.0,-59.500,4.00,-4.200,-35.800,-3.400,-60.800
Dorchester County,2014,32717,3,7,22,110,209,838,42,1231,142,11.500,1089,88.500,3762.6,434.0,3328.5,9.2,21.4,67.2,336.2,638.8,2561.4,128.4,9.900,-5.300,12.300,9.400,-5.700,11.800,917.00,16.200,-39.100,1.400,10.700,9.400,120.100
Dorchester County,2015,32453,1,12,39,135,219,909,51,1366,187,13.700,1179,86.300,4209.2,576.2,3632.9,3.1,37.0,120.2,416.0,674.8,2801.0,157.2,11.00,31.700,8.300,11.900,32.800,9.100,-66.400,72.800,78.700,23.700,5.600,9.400,22.400
Dorchester County,2016,32143,4,12,30,108,214,695,41,1104,154,13.900,950,86.100,3434.7,479.1,2955.5,12.4,37.3,93.3,336.0,665.8,2162.2,127.6,-19.200,-17.600,-19.400,-18.400,-16.900,-18.600,303.900,1.00,-22.300,-19.200,-1.300,-22.800,-18.800
Dorchester County,2017,32174,0,4,33,149,274,877,70,1407,186,13.200,1221,86.800,4373.1,578.1,3795.0,0.0,12.4,102.6,463.1,851.6,2725.8,217.6,27.400,20.800,28.500,27.300,20.700,28.400,-100.0,-66.700,9.900,37.800,27.900,26.100,70.600
Dorchester County,2018,31832,1,5,29,123,205,604,25,992,158,15.900,834,84.100,3116.4,496.4,2620.0,3.1,15.7,91.1,386.4,644.0,1897.5,78.5,-29.500,-15.100,-31.700,-28.700,-14.100,-31.00,314.100,26.300,-11.200,-16.600,-24.400,-30.400,-63.900
Dorchester County,2019,31754,2,12,21,101,175,673,29,1013,136,13.400,877,86.600,3190.1,428.3,2761.9,6.3,37.8,66.1,318.1,551.1,2119.4,91.3,2.100,-13.900,5.200,2.400,-13.700,5.400,100.500,140.600,-27.400,-17.700,-14.400,11.700,16.300
Dorchester County,2020,31742,3,7,35,162,131,579,65,982,207,21.100,775,78.900,3093.7,652.1,2441.6,9.5,22.1,110.3,510.4,412.7,1824.1,204.8,-3.100,52.200,-11.600,-3.00,52.300,-11.600,50.100,-41.600,66.700,60.500,-25.100,-13.900,124.200
Frederick County,1975,93504,4,12,66,203,702,1819,150,2956,285,9.600,2671,90.400,3161.4,304.8,2856.6,4.3,12.8,70.6,217.1,750.8,1945.4,160.4,,,,,,,,,,,,,
Frederick County,1976,97068,8,8,40,196,846,2306,117,3521,252,7.200,3269,92.800,3627.4,259.6,3367.7,8.2,8.2,41.2,201.9,871.6,2375.7,120.5,19.100,-11.600,22.400,14.700,-14.800,17.900,92.700,-35.800,-41.600,-7.00,16.100,22.100,-24.900
Frederick County,1977,99538,4,18,75,204,867,1995,143,3306,301,9.100,3005,90.900,3321.3,302.4,3018.9,4.0,18.1,75.3,204.9,871.0,2004.3,143.7,-6.100,19.400,-8.100,-8.400,16.500,-10.400,-51.200,119.400,82.800,1.500,-0.100,-15.600,19.200
Frederick County,1978,103748,4,17,70,237,909,2073,138,3448,328,9.500,3120,90.500,3323.4,316.2,3007.3,3.9,16.4,67.5,228.4,876.2,1998.1,133.0,4.300,9.00,3.800,0.100,4.500,-0.400,-4.100,-9.400,-10.500,11.500,0.600,-0.300,-7.400
Frederick County,1979,108064,4,20,72,297,1024,2533,155,4105,393,9.600,3712,90.400,3798.7,363.7,3435.0,3.7,18.5,66.6,274.8,947.6,2344.0,143.4,19.100,19.800,19.00,14.300,15.00,14.200,-4.00,12.900,-1.300,20.300,8.200,17.300,7.800
Frederick County,1980,113557,2,12,78,371,1097,2718,179,4457,463,10.400,3994,89.600,3924.9,407.7,3517.2,1.8,10.6,68.7,326.7,966.0,2393.5,157.6,8.600,17.800,7.600,3.300,12.100,2.400,-52.400,-42.900,3.100,18.900,1.900,2.100,9.900
Frederick County,1981,115420,4,15,76,345,1285,2790,181,4696,440,9.400,4256,90.600,4068.6,381.2,3687.4,3.5,13.0,65.8,298.9,1113.3,2417.3,156.8,5.400,-5.00,6.600,3.700,-6.500,4.800,96.800,23.00,-4.100,-8.500,15.200,1.00,-0.500
Frederick County,1982,115529,1,24,82,441,934,2723,156,4361,548,12.600,3813,87.400,3774.8,474.3,3300.5,0.9,20.8,71.0,381.7,808.5,2357.0,135.0,-7.100,24.500,-10.400,-7.200,24.400,-10.500,-75.00,59.800,7.800,27.700,-27.400,-2.500,-13.900
Frederick County,1983,116584,5,14,73,579,761,2597,141,4170,671,16.100,3499,83.900,3576.8,575.6,3001.3,4.3,12.0,62.6,496.6,652.7,2227.6,120.9,-4.400,22.400,-8.200,-5.200,21.300,-9.100,395.500,-42.200,-11.800,30.100,-19.300,-5.500,-10.400
Frederick County,1984,122120,6,20,76,443,898,2344,173,3960,545,13.800,3415,86.200,3242.7,446.3,2796.4,4.9,16.4,62.2,362.8,735.3,1919.4,141.7,-5.00,-18.800,-2.400,-9.300,-22.500,-6.800,14.600,36.400,-0.600,-27.00,12.700,-13.800,17.100
Frederick County,1985,125217,3,23,83,509,915,2240,179,3952,618,15.600,3334,84.400,3156.1,493.5,2662.6,2.4,18.4,66.3,406.5,730.7,1788.9,143.0,-0.200,13.400,-2.400,-2.700,10.600,-4.800,-51.200,12.200,6.500,12.100,-0.600,-6.800,0.900
Frederick County,1986,127271,2,29,64,570,817,2227,199,3908,665,17.00,3243,83.00,3070.6,522.5,2548.1,1.6,22.8,50.3,447.9,641.9,1749.8,156.4,-1.100,7.600,-2.700,-2.700,5.900,-4.300,-34.400,24.100,-24.100,10.200,-12.200,-2.200,9.400
Frederick County,1987,133612,1,32,63,509,902,2305,196,4008,605,15.100,3403,84.900,2999.7,452.8,2546.9,0.7,23.9,47.2,381.0,675.1,1725.1,146.7,2.600,-9.00,4.900,-2.300,-13.300,0.0,-52.400,5.100,-6.200,-14.900,5.200,-1.400,-6.200
Frederick County,1988,140302,6,25,117,558,964,2618,198,4486,706,15.700,3780,84.300,3197.4,503.2,2694.2,4.3,17.8,83.4,397.7,687.1,1866.0,141.1,11.900,16.700,11.100,6.600,11.100,5.800,471.400,-25.600,76.900,4.400,1.800,8.200,-3.800
Frederick County,1989,141882,5,33,117,587,789,2745,248,4524,742,16.400,3782,83.600,3188.6,523.0,2665.6,3.5,23.3,82.5,413.7,556.1,1934.7,174.8,0.800,5.100,0.100,-0.300,3.900,-1.100,-17.600,30.500,-1.100,4.00,-19.100,3.700,23.900
Frederick County,1990,150208,5,35,124,732,894,3160,248,5198,896,17.200,4302,82.800,3460.5,596.5,2864.0,3.3,23.3,82.6,487.3,595.2,2103.7,165.1,14.900,20.800,13.700,8.500,14.100,7.400,-5.500,0.200,0.100,17.800,7.00,8.700,-5.500
Frederick County,1991,152673,2,39,86,667,868,3062,215,4939,794,16.100,4145,83.900,3235.0,520.1,2715.0,1.3,25.5,56.3,436.9,568.5,2005.6,140.8,-5.00,-11.400,-3.600,-6.500,-12.800,-5.200,-60.600,9.600,-31.800,-10.400,-4.500,-4.700,-14.700
Frederick County,1992,154180,3,57,107,679,940,3206,241,5233,846,16.200,4387,83.800,3394.1,548.7,2845.4,1.9,37.0,69.4,440.4,609.7,2079.4,156.3,6.00,6.500,5.800,4.900,5.500,4.800,48.500,44.700,23.200,0.800,7.200,3.700,11.00
Frederick County,1993,161295,4,48,103,758,900,2918,261,4992,913,18.300,4079,81.700,3095.0,566.0,2528.9,2.5,29.8,63.9,469.9,558.0,1809.1,161.8,-4.600,7.900,-7.00,-8.800,3.200,-11.100,27.500,-19.500,-8.00,6.700,-8.500,-13.00,3.500
Frederick County,1994,162261,10,39,109,559,777,3166,258,4918,717,14.600,4201,85.400,3030.9,441.9,2589.0,6.2,24.0,67.2,344.5,478.9,1951.2,159.0,-1.500,-21.500,3.00,-2.100,-21.900,2.400,148.500,-19.200,5.200,-26.700,-14.200,7.900,-1.700
Frederick County,1995,172506,4,40,141,555,812,3222,267,5041,740,14.700,4301,85.300,2922.2,429.0,2493.2,2.3,23.2,81.7,321.7,470.7,1867.8,154.8,2.500,3.200,2.400,-3.600,-2.900,-3.700,-62.400,-3.500,21.700,-6.600,-1.700,-4.300,-2.700
Frederick County,1996,173531,4,42,128,782,691,3298,239,5184,956,18.400,4228,81.600,2987.4,550.9,2436.5,2.3,24.2,73.8,450.6,398.2,1900.5,137.7,2.800,29.200,-1.700,2.200,28.400,-2.300,-0.600,4.400,-9.800,40.100,-15.400,1.800,-11.00
Frederick County,1997,174282,2,46,136,529,757,3136,230,4836,713,14.700,4123,85.300,2774.8,409.1,2365.7,1.1,26.4,78.0,303.5,434.4,1799.4,132.0,-6.700,-25.400,-2.500,-7.100,-25.700,-2.900,-50.200,9.100,5.800,-32.600,9.100,-5.300,-4.200
Frederick County,1998,184690,1,48,96,528,829,3013,213,4728,673,14.200,4055,85.800,2560.0,364.4,2195.6,0.5,26.0,52.0,285.9,448.9,1631.4,115.3,-2.200,-5.600,-1.600,-7.700,-10.900,-7.200,-52.800,-1.500,-33.400,-5.800,3.300,-9.300,-12.600
